kem,signature,kem_category,signature_category,loss_profile,iterations,outliers_removed,mean_ms,std_ms,ci95_low_ms,ci95_high_ms,quic_mode
frodo640shake,sphincsshake128ssimple,pqc,pqc,0.1,17,2,321.510588,0.080349,321.472393,321.548783,0 - default
frodo976aes,MLDSA65,pqc,pqc,0.1,19,1,5.273684,0.360589,5.111544,5.435825,0 - default
frodo976aes,sphincssha2192fsimple,pqc,pqc,0.1,19,1,18.197895,0.048141,18.176248,18.219542,0 - default
frodo976aes,sphincssha2192ssimple,pqc,pqc,0.1,18,2,269.495000,0.096421,269.450456,269.539544,0 - default
frodo976aes,sphincsshake192fsimple,pqc,pqc,0.1,18,2,31.588889,0.085398,31.549437,31.628341,0 - default
frodo976aes,sphincsshake192ssimple,pqc,pqc,0.1,19,1,571.520526,0.177997,571.440489,571.600564,0 - default
frodo976shake,MLDSA65,pqc,pqc,0.1,20,0,9.851500,0.709346,9.540616,10.162384,0 - default
frodo976shake,sphincssha2192fsimple,pqc,pqc,0.1,19,1,22.498947,0.139000,22.436445,22.561449,0 - default
frodo976shake,sphincssha2192ssimple,pqc,pqc,0.1,18,2,273.920000,0.149941,273.850731,273.989269,0 - default
frodo976shake,sphincsshake192fsimple,pqc,pqc,0.1,17,3,35.809412,0.056841,35.782391,35.836432,0 - default
frodo976shake,sphincsshake192ssimple,pqc,pqc,0.1,19,1,575.787895,0.214828,575.691296,575.884493,0 - default
frodo1344aes,MLDSA87,pqc,pqc,0.1,17,3,7.062353,0.333139,6.903989,7.220717,0 - default
frodo1344aes,falcon1024,pqc,pqc,0.1,19,1,6.918947,0.072564,6.886319,6.951576,0 - default
frodo1344aes,falconpadded1024,pqc,pqc,0.1,19,1,6.915789,0.044010,6.896000,6.935579,0 - default
frodo1344aes,sphincssha2256fsimple,pqc,pqc,0.1,18,2,32.310000,0.176768,32.228337,32.391663,0 - default
frodo1344aes,sphincssha2256ssimple,pqc,pqc,0.1,18,1,246.957778,0.195043,246.867672,247.047883,0 - default
frodo1344aes,sphincsshake256fsimple,pqc,pqc,0.1,17,3,60.568824,0.075323,60.533017,60.604630,0 - default
frodo1344aes,sphincsshake256ssimple,pqc,pqc,0.1,19,1,489.598947,0.180767,489.517665,489.680230,0 - default
frodo1344shake,MLDSA87,pqc,pqc,0.1,20,0,15.119500,0.761359,14.785820,15.453180,0 - default
frodo1344shake,falcon1024,pqc,pqc,0.1,19,1,14.488421,0.041401,14.469805,14.507037,0 - default
frodo1344shake,falconpadded1024,pqc,pqc,0.1,17,3,14.436471,0.020899,14.426536,14.446405,0 - default
frodo1344shake,sphincssha2256fsimple,pqc,pqc,0.1,17,2,39.949412,0.069774,39.916243,39.982580,0 - default
frodo1344shake,sphincssha2256ssimple,pqc,pqc,0.1,19,0,254.543684,0.197968,254.454667,254.632701,0 - default
frodo1344shake,sphincsshake256fsimple,pqc,pqc,0.1,19,1,68.175263,0.075966,68.141105,68.209421,0 - default
frodo1344shake,sphincsshake256ssimple,pqc,pqc,0.1,20,0,497.306000,0.239680,497.200956,497.411044,0 - default
bikel1,MLDSA44,pqc,pqc,0.1,17,3,3.712941,0.127856,3.652162,3.773720,0 - default
bikel1,falcon512,pqc,pqc,0.1,19,1,4.001053,0.059245,3.974413,4.027692,0 - default
bikel1,falconpadded512,pqc,pqc,0.1,18,2,3.971111,0.044969,3.950336,3.991886,0 - default
bikel1,sphincssha2128fsimple,pqc,pqc,0.1,17,3,11.632941,0.056983,11.605853,11.660029,0 - default
bikel1,sphincssha2128ssimple,pqc,pqc,0.1,19,1,150.991053,0.108110,150.942441,151.039665,0 - default
bikel1,sphincsshake128fsimple,pqc,pqc,0.1,19,1,20.345789,0.132636,20.286149,20.405430,0 - default
bikel1,sphincsshake128ssimple,pqc,pqc,0.1,19,1,319.216316,0.136431,319.154969,319.277663,0 - default
bikel3,MLDSA65,pqc,pqc,0.1,20,0,5.865000,0.446737,5.669209,6.060791,0 - default
bikel3,sphincssha2192fsimple,pqc,pqc,0.1,19,1,18.707895,0.085867,18.669284,18.746505,0 - default
bikel3,sphincssha2192ssimple,pqc,pqc,0.1,19,1,269.791579,0.144232,269.726724,269.856434,0 - default
bikel3,sphincsshake192fsimple,pqc,pqc,0.1,19,1,32.066316,0.072741,32.033608,32.099024,0 - default
bikel3,sphincsshake192ssimple,pqc,pqc,0.1,20,0,574.029000,0.200129,573.941290,574.116710,0 - default
bikel5,MLDSA87,pqc,pqc,0.1,19,1,9.585263,0.567748,9.329973,9.840554,0 - default
bikel5,falcon1024,pqc,pqc,0.1,18,2,9.230000,0.051105,9.206390,9.253610,0 - default
bikel5,falconpadded1024,pqc,pqc,0.1,17,3,9.239412,0.049557,9.215854,9.262970,0 - default
bikel5,sphincssha2256fsimple,pqc,pqc,0.1,18,2,34.581667,0.077022,34.546084,34.617249,0 - default
bikel5,sphincssha2256ssimple,pqc,pqc,0.1,19,1,249.080526,0.100470,249.035350,249.125703,0 - default
bikel5,sphincsshake256fsimple,pqc,pqc,0.1,19,1,62.995263,0.109715,62.945929,63.044597,0 - default
bikel5,sphincsshake256ssimple,pqc,pqc,0.1,18,2,491.922222,0.166823,491.845154,491.999291,0 - default
hqc128,MLDSA44,pqc,pqc,0.1,18,2,31.918889,0.190260,31.830993,32.006784,0 - default
hqc128,falcon512,pqc,pqc,0.1,18,2,32.095000,0.064375,32.065260,32.124740,0 - default
hqc128,falconpadded512,pqc,pqc,0.1,19,1,32.092632,0.063144,32.064239,32.121024,0 - default
hqc128,sphincssha2128fsimple,pqc,pqc,0.1,19,1,39.723684,0.112606,39.673050,39.774318,0 - default
hqc128,sphincssha2128ssimple,pqc,pqc,0.1,18,2,179.062222,0.070005,179.029882,179.094563,0 - default
hqc128,sphincsshake128fsimple,pqc,pqc,0.1,19,1,48.439474,0.149052,48.372452,48.506495,0 - default
hqc128,sphincsshake128ssimple,pqc,pqc,0.1,19,1,347.209474,0.139860,347.146585,347.272362,0 - default
hqc192,MLDSA65,pqc,pqc,0.1,19,1,89.363158,0.666659,89.063392,89.662924,0 - default
hqc192,sphincssha2192fsimple,pqc,pqc,0.1,19,1,102.022632,0.138237,101.960473,102.084790,0 - default
hqc192,sphincssha2192ssimple,pqc,pqc,0.1,19,1,353.570526,0.193491,353.483522,353.657530,0 - default
hqc192,sphincsshake192fsimple,pqc,pqc,0.1,18,2,115.426667,0.080878,115.389303,115.464030,0 - default
hqc192,sphincsshake192ssimple,pqc,pqc,0.1,19,1,655.224737,0.167709,655.149326,655.300148,0 - default
hqc256,MLDSA87,pqc,pqc,0.1,19,1,162.096316,0.547836,161.849979,162.342653,0 - default
hqc256,falcon1024,pqc,pqc,0.1,19,1,161.996316,0.102101,161.950406,162.042226,0 - default
hqc256,falconpadded1024,pqc,pqc,0.1,19,1,161.992105,0.076926,161.957515,162.026695,0 - default
hqc256,sphincssha2256fsimple,pqc,pqc,0.1,16,4,187.258750,0.052393,187.233078,187.284422,0 - default
hqc256,sphincssha2256ssimple,pqc,pqc,0.1,17,3,401.792941,0.090676,401.749837,401.836046,0 - default
hqc256,sphincsshake256fsimple,pqc,pqc,0.1,20,0,215.772500,0.186375,215.690818,215.854182,0 - default
hqc256,sphincsshake256ssimple,pqc,pqc,0.1,20,0,644.695500,0.178074,644.617456,644.773544,0 - default
