kem,signature,kem_category,signature_category,loss_profile,iterations,outliers_removed,mean_ms,std_ms,ci95_low_ms,ci95_high_ms,quic_mode
MLKEM768,p521_sphincssha2256fsimple,pqc,pqc-hybrid,off,18,2,32.438889,0.092793,32.396021,32.481757,0 - default
MLKEM768,sphincssha2256ssimple,pqc,pqc,off,20,0,242.726000,0.127047,242.670319,242.781681,0 - default
MLKEM768,p521_sphincssha2256ssimple,pqc,pqc-hybrid,off,20,0,247.190000,0.311296,247.053568,247.326432,0 - default
MLKEM768,sphincsshake128fsimple,pqc,pqc,off,19,1,19.020000,0.097525,18.976147,19.063853,0 - default
MLKEM768,p256_sphincsshake128fsimple,pqc,pqc-hybrid,off,18,2,19.849444,0.096068,19.805063,19.893826,0 - default
MLKEM768,rsa3072_sphincsshake128fsimple,pqc,pqc-hybrid,off,17,3,21.557059,0.100546,21.509262,21.604856,0 - default
MLKEM768,sphincsshake128ssimple,pqc,pqc,off,17,3,318.322353,0.158530,318.246993,318.397713,0 - default
MLKEM768,p256_sphincsshake128ssimple,pqc,pqc-hybrid,off,20,0,319.402500,0.283398,319.278295,319.526705,0 - default
MLKEM768,rsa3072_sphincsshake128ssimple,pqc,pqc-hybrid,off,19,1,320.672632,0.149252,320.605520,320.739743,0 - default
MLKEM768,sphincsshake192fsimple,pqc,pqc,off,19,1,29.117368,0.079011,29.081841,29.152896,0 - default
MLKEM768,p384_sphincsshake192fsimple,pqc,pqc-hybrid,off,19,1,31.310000,0.138964,31.247514,31.372486,0 - default
MLKEM768,sphincsshake192ssimple,pqc,pqc,off,18,2,568.721111,0.207531,568.625236,568.816986,0 - default
MLKEM768,p384_sphincsshake192ssimple,pqc,pqc-hybrid,off,18,2,571.457222,0.254161,571.339806,571.574639,0 - default
MLKEM768,sphincsshake256fsimple,pqc,pqc,off,20,0,56.702000,0.109044,56.654209,56.749791,0 - default
MLKEM768,p521_sphincsshake256fsimple,pqc,pqc-hybrid,off,19,1,60.854737,0.093593,60.812652,60.896821,0 - default
MLKEM768,sphincsshake256ssimple,pqc,pqc,off,20,0,485.900500,0.297135,485.770275,486.030725,0 - default
MLKEM768,p521_sphincsshake256ssimple,pqc,pqc-hybrid,off,19,1,490.161579,0.187269,490.077373,490.245785,0 - default
MLKEM768,ED25519,pqc,classic,off,19,1,1.627895,0.013572,1.621792,1.633998,0 - default
MLKEM768,ED448,pqc,classic,off,19,1,1.941053,0.026852,1.928978,1.953127,0 - default
MLKEM1024,MLDSA44,pqc,pqc,off,18,2,2.380556,0.255285,2.262620,2.498491,0 - default
MLKEM1024,MLDSA65,pqc,pqc,off,20,0,3.356000,0.965393,2.932898,3.779102,0 - default
MLKEM1024,MLDSA87,pqc,pqc,off,17,3,2.837647,0.236631,2.725160,2.950134,0 - default
MLKEM1024,p256_mldsa44,pqc,pqc-hybrid,off,19,1,3.404211,0.130056,3.345730,3.462691,0 - default
MLKEM1024,rsa3072_mldsa44,pqc,pqc-hybrid,off,16,4,5.150000,0.055737,5.122689,5.177311,0 - default
MLKEM1024,p384_mldsa65,pqc,pqc-hybrid,off,17,3,4.918824,0.068637,4.886196,4.951451,0 - default
MLKEM1024,p521_mldsa87,pqc,pqc-hybrid,off,19,1,6.952105,0.107475,6.903779,7.000432,0 - default
MLKEM1024,falcon512,pqc,pqc,off,16,4,2.555625,0.058306,2.527055,2.584195,0 - default
MLKEM1024,falcon1024,pqc,pqc,off,19,1,2.961053,0.098087,2.916947,3.005158,0 - default
MLKEM1024,p256_falcon512,pqc,pqc-hybrid,off,19,1,3.511053,0.132241,3.451590,3.570516,0 - default
MLKEM1024,rsa3072_falcon512,pqc,pqc-hybrid,off,19,1,5.287895,0.123179,5.232507,5.343283,0 - default
MLKEM1024,falconpadded512,pqc,pqc,off,19,1,2.597895,0.095660,2.554881,2.640909,0 - default
MLKEM1024,p256_falconpadded512,pqc,pqc-hybrid,off,20,0,3.601000,0.257332,3.488219,3.713781,0 - default
MLKEM1024,rsa3072_falconpadded512,pqc,pqc-hybrid,off,19,1,5.307895,0.120673,5.253634,5.362156,0 - default
MLKEM1024,p521_falcon1024,pqc,pqc-hybrid,off,18,2,7.164444,0.101704,7.117459,7.211429,0 - default
MLKEM1024,falconpadded1024,pqc,pqc,off,19,1,2.942632,0.083523,2.905075,2.980188,0 - default
MLKEM1024,p521_falconpadded1024,pqc,pqc-hybrid,off,18,2,7.206111,0.094255,7.162568,7.249655,0 - default
MLKEM1024,sphincssha2128fsimple,pqc,pqc,off,18,2,10.265000,0.091796,10.222592,10.307408,0 - default
MLKEM1024,p256_sphincssha2128fsimple,pqc,pqc-hybrid,off,19,1,11.154211,0.094241,11.111835,11.196586,0 - default
MLKEM1024,rsa3072_sphincssha2128fsimple,pqc,pqc-hybrid,off,18,2,12.903889,0.034152,12.888112,12.919666,0 - default
MLKEM1024,sphincssha2128ssimple,pqc,pqc,off,19,1,149.236842,0.153009,149.168041,149.305643,0 - default
MLKEM1024,p256_sphincssha2128ssimple,pqc,pqc-hybrid,off,19,1,150.185789,0.203069,150.094479,150.277100,0 - default
MLKEM1024,rsa3072_sphincssha2128ssimple,pqc,pqc-hybrid,off,19,1,151.849474,0.192512,151.762910,151.936038,0 - default
MLKEM1024,sphincssha2192fsimple,pqc,pqc,off,19,1,15.723684,0.093465,15.681657,15.765711,0 - default
MLKEM1024,p384_sphincssha2192fsimple,pqc,pqc-hybrid,off,17,3,17.926471,0.049110,17.903125,17.949816,0 - default
MLKEM1024,sphincssha2192ssimple,pqc,pqc,off,20,0,267.136500,0.177416,267.058744,267.214256,0 - default
MLKEM1024,p384_sphincssha2192ssimple,pqc,pqc-hybrid,off,20,0,271.822000,0.230961,271.720777,271.923223,0 - default
MLKEM1024,sphincssha2256fsimple,pqc,pqc,off,18,2,28.565556,0.050436,28.542255,28.588856,0 - default
MLKEM1024,p521_sphincssha2256fsimple,pqc,pqc-hybrid,off,19,1,32.725789,0.134797,32.665177,32.786402,0 - default
MLKEM1024,sphincssha2256ssimple,pqc,pqc,off,19,1,242.872632,0.141729,242.808902,242.936361,0 - default
MLKEM1024,p521_sphincssha2256ssimple,pqc,pqc-hybrid,off,17,3,246.950588,0.106505,246.899959,247.001218,0 - default
MLKEM1024,sphincsshake128fsimple,pqc,pqc,off,19,1,18.987895,0.090957,18.946996,19.028794,0 - default
MLKEM1024,p256_sphincsshake128fsimple,pqc,pqc-hybrid,off,18,2,19.883889,0.050543,19.860539,19.907238,0 - default
MLKEM1024,rsa3072_sphincsshake128fsimple,pqc,pqc-hybrid,off,19,1,21.576316,0.127026,21.519198,21.633434,0 - default
MLKEM1024,sphincsshake128ssimple,pqc,pqc,off,19,1,318.094211,0.162355,318.021207,318.167214,0 - default
MLKEM1024,p256_sphincsshake128ssimple,pqc,pqc-hybrid,off,20,0,319.125500,0.327100,318.982142,319.268858,0 - default
MLKEM1024,rsa3072_sphincsshake128ssimple,pqc,pqc-hybrid,off,18,2,320.872222,0.288761,320.738821,321.005623,0 - default
MLKEM1024,sphincsshake192fsimple,pqc,pqc,off,18,2,29.096111,0.077318,29.060392,29.131830,0 - default
MLKEM1024,p384_sphincsshake192fsimple,pqc,pqc-hybrid,off,19,1,31.355263,0.094420,31.312807,31.397720,0 - default
MLKEM1024,sphincsshake192ssimple,pqc,pqc,off,20,0,569.585500,0.273351,569.465699,569.705301,0 - default
MLKEM1024,p384_sphincsshake192ssimple,pqc,pqc-hybrid,off,19,1,571.836842,0.231758,571.732631,571.941053,0 - default
MLKEM1024,sphincsshake256fsimple,pqc,pqc,off,17,3,56.715294,0.087330,56.673780,56.756808,0 - default
MLKEM1024,p521_sphincsshake256fsimple,pqc,pqc-hybrid,off,18,2,60.930556,0.135450,60.867981,60.993130,0 - default
MLKEM1024,sphincsshake256ssimple,pqc,pqc,off,18,2,485.919444,0.149960,485.850167,485.988722,0 - default
MLKEM1024,p521_sphincsshake256ssimple,pqc,pqc-hybrid,off,20,0,490.123500,0.268647,490.005760,490.241240,0 - default
MLKEM1024,ED25519,pqc,classic,off,19,1,1.680000,0.010541,1.675260,1.684740,0 - default
MLKEM1024,ED448,pqc,classic,off,19,1,2.023684,0.031129,2.009687,2.037681,0 - default
SecP256r1MLKEM768,MLDSA44,pqc-hybrid,pqc,off,20,0,2.795000,0.359612,2.637393,2.952607,0 - default
SecP256r1MLKEM768,MLDSA65,pqc-hybrid,pqc,off,19,1,3.067895,0.527495,2.830704,3.305085,0 - default
SecP256r1MLKEM768,MLDSA87,pqc-hybrid,pqc,off,20,0,3.953000,0.825999,3.590990,4.315010,0 - default
SecP256r1MLKEM768,p256_mldsa44,pqc-hybrid,pqc-hybrid,off,19,1,3.634211,0.148298,3.567527,3.700894,0 - default
SecP256r1MLKEM768,rsa3072_mldsa44,pqc-hybrid,pqc-hybrid,off,19,1,5.546316,0.122846,5.491077,5.601554,0 - default
SecP256r1MLKEM768,p384_mldsa65,pqc-hybrid,pqc-hybrid,off,18,2,5.102222,0.095212,5.058236,5.146208,0 - default
SecP256r1MLKEM768,p521_mldsa87,pqc-hybrid,pqc-hybrid,off,19,1,7.142632,0.115751,7.090584,7.194679,0 - default
SecP256r1MLKEM768,falcon512,pqc-hybrid,pqc,off,19,1,2.807368,0.085365,2.768984,2.845753,0 - default
SecP256r1MLKEM768,falcon1024,pqc-hybrid,pqc,off,17,3,3.192353,0.046305,3.170341,3.214365,0 - default
SecP256r1MLKEM768,p256_falcon512,pqc-hybrid,pqc-hybrid,off,19,1,3.732632,0.088684,3.692754,3.772509,0 - default
SecP256r1MLKEM768,rsa3072_falcon512,pqc-hybrid,pqc-hybrid,off,17,3,5.514706,0.113088,5.460947,5.568465,0 - default
SecP256r1MLKEM768,falconpadded512,pqc-hybrid,pqc,off,19,1,2.837895,0.108401,2.789151,2.886638,0 - default
SecP256r1MLKEM768,p256_falconpadded512,pqc-hybrid,pqc-hybrid,off,19,1,3.726842,0.091897,3.685520,3.768164,0 - default
SecP256r1MLKEM768,rsa3072_falconpadded512,pqc-hybrid,pqc-hybrid,off,19,1,5.460526,0.095188,5.417724,5.503328,0 - default
SecP256r1MLKEM768,p521_falcon1024,pqc-hybrid,pqc-hybrid,off,17,3,7.344118,0.051120,7.319817,7.368418,0 - default
SecP256r1MLKEM768,falconpadded1024,pqc-hybrid,pqc,off,17,3,3.207647,0.061596,3.178366,3.236928,0 - default
SecP256r1MLKEM768,p521_falconpadded1024,pqc-hybrid,pqc-hybrid,off,19,1,7.417368,0.089433,7.377154,7.457582,0 - default
SecP256r1MLKEM768,sphincssha2128fsimple,pqc-hybrid,pqc,off,19,1,10.448947,0.097177,10.405251,10.492643,0 - default
SecP256r1MLKEM768,p256_sphincssha2128fsimple,pqc-hybrid,pqc-hybrid,off,19,1,11.389474,0.079266,11.353832,11.425116,0 - default
SecP256r1MLKEM768,rsa3072_sphincssha2128fsimple,pqc-hybrid,pqc-hybrid,off,18,2,13.122778,0.104533,13.074486,13.171070,0 - default
SecP256r1MLKEM768,sphincssha2128ssimple,pqc-hybrid,pqc,off,18,2,149.624444,0.138531,149.560446,149.688443,0 - default
SecP256r1MLKEM768,p256_sphincssha2128ssimple,pqc-hybrid,pqc-hybrid,off,20,0,150.396500,0.265494,150.280142,150.512858,0 - default
SecP256r1MLKEM768,rsa3072_sphincssha2128ssimple,pqc-hybrid,pqc-hybrid,off,19,1,151.927368,0.174319,151.848985,152.005752,0 - default
SecP256r1MLKEM768,sphincssha2192fsimple,pqc-hybrid,pqc,off,19,1,15.977368,0.095907,15.934243,16.020494,0 - default
SecP256r1MLKEM768,p384_sphincssha2192fsimple,pqc-hybrid,pqc-hybrid,off,19,1,18.264737,0.121855,18.209944,18.319529,0 - default
SecP256r1MLKEM768,sphincssha2192ssimple,pqc-hybrid,pqc,off,20,0,267.255500,0.242454,267.149240,267.361760,0 - default
SecP256r1MLKEM768,p384_sphincssha2192ssimple,pqc-hybrid,pqc-hybrid,off,20,0,269.552500,0.252876,269.441672,269.663328,0 - default
SecP256r1MLKEM768,sphincssha2256fsimple,pqc-hybrid,pqc,off,18,2,28.598333,0.086382,28.558427,28.638240,0 - default
SecP256r1MLKEM768,p521_sphincssha2256fsimple,pqc-hybrid,pqc-hybrid,off,16,4,32.862500,0.041231,32.842297,32.882703,0 - default
SecP256r1MLKEM768,sphincssha2256ssimple,pqc-hybrid,pqc,off,17,3,243.362353,0.101583,243.314063,243.410642,0 - default
SecP256r1MLKEM768,p521_sphincssha2256ssimple,pqc-hybrid,pqc-hybrid,off,19,1,247.226316,0.213078,247.130504,247.322127,0 - default
SecP256r1MLKEM768,sphincsshake128fsimple,pqc-hybrid,pqc,off,19,1,19.199474,0.080862,19.163114,19.235833,0 - default
SecP256r1MLKEM768,p256_sphincsshake128fsimple,pqc-hybrid,pqc-hybrid,off,19,1,20.096316,0.077975,20.061254,20.131378,0 - default
SecP256r1MLKEM768,rsa3072_sphincsshake128fsimple,pqc-hybrid,pqc-hybrid,off,19,1,21.755263,0.101125,21.709792,21.800735,0 - default
SecP256r1MLKEM768,sphincsshake128ssimple,pqc-hybrid,pqc,off,20,0,318.512500,0.245161,318.405053,318.619947,0 - default
SecP256r1MLKEM768,p256_sphincsshake128ssimple,pqc-hybrid,pqc-hybrid,off,18,2,319.401111,0.265150,319.278618,319.523604,0 - default
SecP256r1MLKEM768,rsa3072_sphincsshake128ssimple,pqc-hybrid,pqc-hybrid,off,19,1,320.805789,0.231140,320.701856,320.909723,0 - default
SecP256r1MLKEM768,sphincsshake192fsimple,pqc-hybrid,pqc,off,19,1,29.302632,0.070225,29.271054,29.334209,0 - default
SecP256r1MLKEM768,p384_sphincsshake192fsimple,pqc-hybrid,pqc-hybrid,off,19,1,31.496316,0.080361,31.460181,31.532451,0 - default
SecP256r1MLKEM768,sphincsshake192ssimple,pqc-hybrid,pqc,off,20,0,569.798000,0.218020,569.702449,569.893551,0 - default
SecP256r1MLKEM768,p384_sphincsshake192ssimple,pqc-hybrid,pqc-hybrid,off,15,5,571.883333,0.083209,571.841224,571.925443,0 - default
SecP256r1MLKEM768,sphincsshake256fsimple,pqc-hybrid,pqc,off,19,1,56.982105,0.150058,56.914631,57.049580,0 - default
SecP256r1MLKEM768,p521_sphincsshake256fsimple,pqc-hybrid,pqc-hybrid,off,19,1,61.081579,0.267712,60.961201,61.201957,0 - default
SecP256r1MLKEM768,sphincsshake256ssimple,pqc-hybrid,pqc,off,20,0,486.112500,0.256225,486.000204,486.224796,0 - default
SecP256r1MLKEM768,p521_sphincsshake256ssimple,pqc-hybrid,pqc-hybrid,off,18,2,490.298889,0.208916,490.202375,490.395403,0 - default
SecP256r1MLKEM768,ED25519,pqc-hybrid,classic,off,18,2,1.882222,0.016290,1.874697,1.889748,0 - default
SecP256r1MLKEM768,ED448,pqc-hybrid,classic,off,19,1,2.183684,0.024315,2.172751,2.194618,0 - default
X25519MLKEM768,MLDSA44,pqc-hybrid,pqc,off,20,0,2.706000,0.480037,2.495614,2.916386,0 - default
X25519MLKEM768,MLDSA65,pqc-hybrid,pqc,off,19,1,3.065789,0.608380,2.792229,3.339350,0 - default
X25519MLKEM768,MLDSA87,pqc-hybrid,pqc,off,19,1,3.305789,0.506703,3.077948,3.533631,0 - default
X25519MLKEM768,p256_mldsa44,pqc-hybrid,pqc-hybrid,off,19,1,3.575789,0.152071,3.507410,3.644169,0 - default
X25519MLKEM768,rsa3072_mldsa44,pqc-hybrid,pqc-hybrid,off,19,1,5.313158,0.092739,5.271457,5.354859,0 - default
X25519MLKEM768,p384_mldsa65,pqc-hybrid,pqc-hybrid,off,19,1,5.154211,0.109864,5.104809,5.203612,0 - default
X25519MLKEM768,p521_mldsa87,pqc-hybrid,pqc-hybrid,off,19,1,7.074211,0.133013,7.014401,7.134020,0 - default
X25519MLKEM768,falcon512,pqc-hybrid,pqc,off,20,0,2.867500,0.140783,2.805799,2.929201,0 - default
X25519MLKEM768,falcon1024,pqc-hybrid,pqc,off,19,1,3.137895,0.078992,3.102376,3.173414,0 - default
X25519MLKEM768,p256_falcon512,pqc-hybrid,pqc-hybrid,off,19,1,3.687368,0.104395,3.640427,3.734310,0 - default
X25519MLKEM768,rsa3072_falcon512,pqc-hybrid,pqc-hybrid,off,19,1,5.428947,0.138158,5.366824,5.491071,0 - default
X25519MLKEM768,falconpadded512,pqc-hybrid,pqc,off,19,1,2.804211,0.139456,2.741503,2.866918,0 - default
X25519MLKEM768,p256_falconpadded512,pqc-hybrid,pqc-hybrid,off,19,1,3.650526,0.100525,3.605325,3.695728,0 - default
X25519MLKEM768,rsa3072_falconpadded512,pqc-hybrid,pqc-hybrid,off,19,1,5.471579,0.173310,5.393649,5.549508,0 - default
X25519MLKEM768,p521_falcon1024,pqc-hybrid,pqc-hybrid,off,19,1,7.390000,0.103548,7.343439,7.436561,0 - default
X25519MLKEM768,falconpadded1024,pqc-hybrid,pqc,off,17,3,3.154706,0.046384,3.132656,3.176755,0 - default
X25519MLKEM768,p521_falconpadded1024,pqc-hybrid,pqc-hybrid,off,18,2,7.289444,0.068037,7.258013,7.320876,0 - default
X25519MLKEM768,sphincssha2128fsimple,pqc-hybrid,pqc,off,19,1,10.429474,0.102169,10.383533,10.475415,0 - default
X25519MLKEM768,p256_sphincssha2128fsimple,pqc-hybrid,pqc-hybrid,off,19,1,11.378947,0.109133,11.329875,11.428019,0 - default
X25519MLKEM768,rsa3072_sphincssha2128fsimple,pqc-hybrid,pqc-hybrid,off,18,2,13.126111,0.093692,13.082828,13.169394,0 - default
X25519MLKEM768,sphincssha2128ssimple,pqc-hybrid,pqc,off,19,1,149.623684,0.201666,149.533004,149.714364,0 - default
X25519MLKEM768,p256_sphincssha2128ssimple,pqc-hybrid,pqc-hybrid,off,19,1,150.447895,0.141287,150.384364,150.511425,0 - default
X25519MLKEM768,rsa3072_sphincssha2128ssimple,pqc-hybrid,pqc-hybrid,off,18,2,152.111667,0.137210,152.048279,152.175054,0 - default
X25519MLKEM768,sphincssha2192fsimple,pqc-hybrid,pqc,off,20,0,15.890500,0.148057,15.825611,15.955389,0 - default
X25519MLKEM768,p384_sphincssha2192fsimple,pqc-hybrid,pqc-hybrid,off,18,2,18.082778,0.057272,18.056320,18.109236,0 - default
X25519MLKEM768,sphincssha2192ssimple,pqc-hybrid,pqc,off,18,2,267.662222,0.122213,267.605763,267.718682,0 - default
X25519MLKEM768,p384_sphincssha2192ssimple,pqc-hybrid,pqc-hybrid,off,19,1,269.603684,0.239193,269.496130,269.711239,0 - default
X25519MLKEM768,sphincssha2256fsimple,pqc-hybrid,pqc,off,15,5,28.786667,0.039581,28.766636,28.806697,0 - default
