kem,signature,kem_category,signature_category,loss_profile,iterations,outliers_removed,mean_ms,std_ms,ci95_low_ms,ci95_high_ms,quic_mode
frodo640aes,sphincsshake128ssimple,pqc,pqc,1,16,3,319.828750,0.200429,319.730540,319.926960,0 - default
frodo640shake,MLDSA44,pqc,pqc,1,18,2,6.116111,0.456381,5.905274,6.326949,0 - default
frodo640shake,falcon512,pqc,pqc,1,18,2,6.246667,0.079410,6.209981,6.283352,0 - default
frodo640shake,falconpadded512,pqc,pqc,1,18,2,6.258889,0.077754,6.222968,6.294810,0 - default
frodo640shake,sphincssha2128fsimple,pqc,pqc,1,16,4,13.836250,0.171925,13.752007,13.920493,0 - default
frodo640shake,sphincssha2128ssimple,pqc,pqc,1,16,3,153.285000,0.121710,153.225362,153.344638,0 - default
frodo640shake,sphincsshake128fsimple,pqc,pqc,1,17,3,22.497059,0.114824,22.442475,22.551643,0 - default
frodo640shake,sphincsshake128ssimple,pqc,pqc,1,20,0,321.843500,0.360062,321.685696,322.001304,0 - default
frodo976aes,MLDSA65,pqc,pqc,1,19,1,5.577895,0.612060,5.302679,5.853111,0 - default
frodo976aes,sphincsshake192fsimple,pqc,pqc,1,16,4,31.588125,0.096969,31.540610,31.635640,0 - default
frodo976shake,MLDSA65,pqc,pqc,1,20,0,9.664500,0.396358,9.490788,9.838212,0 - default
frodo976shake,sphincssha2192fsimple,pqc,pqc,1,17,2,22.645294,0.161327,22.568604,22.721984,0 - default
frodo976shake,sphincssha2192ssimple,pqc,pqc,1,18,2,274.263333,0.160990,274.188960,274.337707,0 - default
frodo1344aes,MLDSA87,pqc,pqc,1,19,1,7.427895,0.547779,7.181583,7.674206,0 - default
frodo1344aes,falcon1024,pqc,pqc,1,16,4,6.904375,0.056917,6.876486,6.932264,0 - default
frodo1344aes,falconpadded1024,pqc,pqc,1,17,3,6.900000,0.053268,6.874678,6.925322,0 - default
frodo1344aes,sphincsshake256ssimple,pqc,pqc,1,17,2,490.387059,0.585158,490.108892,490.665225,0 - default
frodo1344shake,MLDSA87,pqc,pqc,1,20,0,15.095000,0.680777,14.796636,15.393364,0 - default
frodo1344shake,falcon1024,pqc,pqc,1,18,2,14.490556,0.066551,14.459810,14.521301,0 - default
frodo1344shake,falconpadded1024,pqc,pqc,1,18,2,14.637222,0.067459,14.606058,14.668386,0 - default
frodo1344shake,sphincssha2256ssimple,pqc,pqc,1,18,2,254.832778,0.182364,254.748530,254.917026,0 - default
bikel1,MLDSA44,pqc,pqc,1,18,2,3.791667,0.204371,3.697252,3.886081,0 - default
bikel1,falcon512,pqc,pqc,1,19,1,4.014737,0.078342,3.979510,4.049964,0 - default
bikel1,falconpadded512,pqc,pqc,1,17,3,4.008824,0.067443,3.976763,4.040884,0 - default
bikel1,sphincssha2128fsimple,pqc,pqc,1,18,2,11.644444,0.081762,11.606672,11.682216,0 - default
bikel1,sphincssha2128ssimple,pqc,pqc,1,20,0,151.052500,0.184559,150.971614,151.133386,0 - default
bikel1,sphincsshake128fsimple,pqc,pqc,1,19,1,20.531053,0.154052,20.461782,20.600323,0 - default
bikel1,sphincsshake128ssimple,pqc,pqc,1,18,2,319.350000,0.318101,319.203045,319.496955,0 - default
bikel3,MLDSA65,pqc,pqc,1,18,2,5.722222,0.337579,5.566269,5.878176,0 - default
bikel3,sphincssha2192fsimple,pqc,pqc,1,19,1,18.770526,0.120022,18.716558,18.824495,0 - default
bikel3,sphincssha2192ssimple,pqc,pqc,1,17,2,270.081765,0.235723,269.969709,270.193820,0 - default
bikel3,sphincsshake192fsimple,pqc,pqc,1,17,3,32.335294,0.417809,32.136681,32.533908,0 - default
bikel3,sphincsshake192ssimple,pqc,pqc,1,16,3,572.870000,0.568835,572.591271,573.148729,0 - default
bikel5,MLDSA87,pqc,pqc,1,17,3,9.171765,0.200912,9.076257,9.267272,0 - default
bikel5,falcon1024,pqc,pqc,1,16,4,9.268750,0.064485,9.237152,9.300348,0 - default
bikel5,falconpadded1024,pqc,pqc,1,18,2,9.216111,0.049603,9.193196,9.239027,0 - default
bikel5,sphincssha2256fsimple,pqc,pqc,1,17,3,34.790588,0.160914,34.714094,34.867082,0 - default
bikel5,sphincssha2256ssimple,pqc,pqc,1,16,4,249.324375,0.207460,249.222720,249.426030,0 - default
bikel5,sphincsshake256fsimple,pqc,pqc,1,18,2,63.177778,0.201948,63.084483,63.271073,0 - default
bikel5,sphincsshake256ssimple,pqc,pqc,1,20,0,492.495000,0.478919,492.285105,492.704895,0 - default
hqc128,MLDSA44,pqc,pqc,1,19,1,32.438421,0.696605,32.125189,32.751653,0 - default
hqc128,falcon512,pqc,pqc,1,17,3,32.062941,0.124638,32.003692,32.122190,0 - default
hqc128,falconpadded512,pqc,pqc,1,18,2,32.211111,0.103349,32.163366,32.258856,0 - default
hqc128,sphincssha2128fsimple,pqc,pqc,1,16,4,39.726875,0.094285,39.680676,39.773074,0 - default
hqc128,sphincssha2128ssimple,pqc,pqc,1,19,1,179.217368,0.159403,179.145692,179.289045,0 - default
hqc128,sphincsshake128fsimple,pqc,pqc,1,19,1,48.603158,0.127804,48.545690,48.660626,0 - default
hqc128,sphincsshake128ssimple,pqc,pqc,1,18,2,347.567222,0.324723,347.417208,347.717236,0 - default
hqc192,MLDSA65,pqc,pqc,1,20,0,89.791000,0.736749,89.468106,90.113894,0 - default
hqc192,sphincssha2192fsimple,pqc,pqc,1,19,1,102.341053,0.217968,102.243042,102.439063,0 - default
hqc192,sphincssha2192ssimple,pqc,pqc,1,20,0,353.583000,0.178918,353.504586,353.661414,0 - default
hqc192,sphincsshake192fsimple,pqc,pqc,1,17,3,115.631765,0.096517,115.585884,115.677646,0 - default
hqc256,MLDSA87,pqc,pqc,1,17,2,162.599412,0.753562,162.241191,162.957632,0 - default
hqc256,falcon1024,pqc,pqc,1,17,3,162.294706,0.150296,162.223260,162.366152,0 - default
hqc256,falconpadded1024,pqc,pqc,1,17,3,162.157647,0.054946,162.131527,162.183767,0 - default
hqc256,sphincssha2256fsimple,pqc,pqc,1,19,1,187.599474,0.270955,187.477638,187.721310,0 - default
hqc256,sphincsshake256ssimple,pqc,pqc,1,18,1,645.273333,0.412311,645.082856,645.463811,0 - default
