kem,signature,kem_category,signature_category,loss_profile,iterations,outliers_removed,mean_ms,std_ms,ci95_low_ms,ci95_high_ms,quic_mode
bikel1,falcon512,pqc,pqc,5,17,3,4.186471,0.381673,4.005035,4.367906,0 - default
bikel1,falconpadded512,pqc,pqc,5,18,2,4.393889,0.700631,4.070214,4.717564,0 - default
bikel1,sphincssha2128fsimple,pqc,pqc,5,18,2,11.952222,0.383261,11.775165,12.129280,0 - default
bikel1,sphincssha2128ssimple,pqc,pqc,5,17,3,151.887647,1.237131,151.299552,152.475742,0 - default
bikel1,sphincsshake128fsimple,pqc,pqc,5,20,0,21.799000,1.503879,21.139896,22.458104,0 - default
bikel1,sphincsshake128ssimple,pqc,pqc,5,16,4,320.098125,0.892631,319.660736,320.535514,0 - default
bikel3,MLDSA65,pqc,pqc,5,18,2,6.486111,1.310968,5.880475,7.091747,0 - default
bikel3,sphincssha2192fsimple,pqc,pqc,5,18,2,19.723333,1.253311,19.144333,20.302333,0 - default
bikel3,sphincsshake192fsimple,pqc,pqc,5,19,1,33.182105,1.210113,32.637972,33.726238,0 - default
bikel5,MLDSA87,pqc,pqc,5,19,1,10.321053,1.388736,9.696601,10.945504,0 - default
bikel5,falcon1024,pqc,pqc,5,17,2,9.610000,0.447437,9.397302,9.822698,0 - default
bikel5,falconpadded1024,pqc,pqc,5,16,4,9.266250,0.092367,9.220990,9.311510,0 - default
hqc128,MLDSA44,pqc,pqc,5,19,1,32.128947,0.556666,31.878640,32.379255,0 - default
hqc128,falcon512,pqc,pqc,5,16,4,32.808125,1.367705,32.137950,33.478300,0 - default
hqc128,falconpadded512,pqc,pqc,5,15,5,32.277333,0.353846,32.098263,32.456404,0 - default
hqc128,sphincssha2128fsimple,pqc,pqc,5,16,4,40.696250,1.490691,39.965812,41.426688,0 - default
hqc128,sphincssha2128ssimple,pqc,pqc,5,15,5,179.228667,0.418550,179.016851,179.440482,0 - default
hqc128,sphincsshake128fsimple,pqc,pqc,5,17,3,48.878235,0.668583,48.560411,49.196059,0 - default
hqc128,sphincsshake128ssimple,pqc,pqc,5,16,3,484.025625,347.412786,313.793360,654.257890,0 - default
hqc192,sphincssha2192fsimple,pqc,pqc,5,18,1,105.497778,4.852337,103.256113,107.739443,0 - default
